Hotel,IsCanceled,LeadTime,ArrivalDateMonth,ArrivalDateDayOfMonth,StaysInWeekendNights,StaysInWeekNights,Adults,Children,Babies,Meal,Country,MarketSegment,IsRepeatedGuest,PreviousCancellations,PreviousBookingsNotCanceled,ReservedRoomType,BookingChanges,DepositType,DaysInWaitingList,CustomerType,ADR,RequiredCarParkingSpaces,TotalOfSpecialRequests
11672,City Hotel,1,158,5,24,0,2,1,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,31,Transient,130.0,0,0
11673,City Hotel,1,158,5,24,0,2,1,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,31,Transient,130.0,0,0
11674,City Hotel,1,158,5,24,0,2,1,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,31,Transient,130.0,0,0
11675,City Hotel,1,158,5,24,0,2,1,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,31,Transient,130.0,0,0
11676,City Hotel,1,158,5,24,0,2,1,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,31,Transient,130.0,0,0
11677,City Hotel,1,158,5,24,0,2,1,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,31,Transient,130.0,0,0
11678,City Hotel,1,158,5,24,0,2,1,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,31,Transient,130.0,0,0
11679,City Hotel,1,158,5,24,0,2,1,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,31,Transient,130.0,0,0
11680,City Hotel,1,158,5,24,0,2,1,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,31,Transient,130.0,0,0
11681,City Hotel,1,158,5,24,0,2,1,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,31,Transient,130.0,0,0
11682,City Hotel,1,158,5,24,0,2,1,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,31,Transient,130.0,0,0
11683,City Hotel,1,158,5,24,0,2,1,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,31,Transient,130.0,0,0
11684,City Hotel,1,158,5,24,0,2,1,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,31,Transient,130.0,0,0
11685,City Hotel,1,158,5,24,0,2,1,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,31,Transient,130.0,0,0
11686,City Hotel,1,158,5,24,0,2,1,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,31,Transient,130.0,0,0
11687,City Hotel,1,158,5,24,0,2,1,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,31,Transient,130.0,0,0
11688,City Hotel,1,158,5,24,0,2,1,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,31,Transient,130.0,0,0
11689,City Hotel,1,158,5,24,0,2,1,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,31,Transient,130.0,0,0
11690,City Hotel,1,158,5,24,0,2,1,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,31,Transient,130.0,0,0
11691,City Hotel,1,158,5,24,0,2,1,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,31,Transient,130.0,0,0
11692,City Hotel,1,158,5,24,0,2,1,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,31,Transient,130.0,0,0
11693,City Hotel,1,158,5,24,0,2,1,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,31,Transient,130.0,0,0
11694,City Hotel,1,158,5,24,0,2,1,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,31,Transient,130.0,0,0
11695,City Hotel,1,158,5,24,0,2,1,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,31,Transient,130.0,0,0
11696,City Hotel,1,158,5,24,0,2,1,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,31,Transient,130.0,0,0
11697,City Hotel,1,158,5,24,0,2,1,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,31,Transient,130.0,0,0
11698,City Hotel,1,11,5,24,0,3,2,0.0,0,HB,PRT,Offline TA/TO,0,0,0,A,0,No Deposit,3,Transient-Party,160.0,0,0
11699,City Hotel,1,11,5,24,0,3,2,0.0,0,HB,PRT,Offline TA/TO,0,0,0,A,0,No Deposit,3,Transient-Party,160.0,0,0
11700,City Hotel,1,11,5,24,0,3,2,0.0,0,HB,PRT,Offline TA/TO,0,0,0,A,0,No Deposit,3,Transient-Party,160.0,0,0
11702,City Hotel,1,11,5,24,0,3,2,0.0,0,HB,PRT,Offline TA/TO,0,0,0,A,0,No Deposit,3,Transient-Party,160.0,0,0
11703,City Hotel,1,158,5,24,0,2,1,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,31,Transient,130.0,0,0
12202,City Hotel,1,62,6,2,0,2,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,32,Transient,140.0,0,0
12271,City Hotel,1,141,6,3,1,2,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,No Deposit,27,Transient-Party,75.0,0,0
12284,City Hotel,1,275,6,4,1,1,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,69,Transient,62.8,0,0
12285,City Hotel,1,275,6,4,1,1,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,69,Transient,62.8,0,0
12286,City Hotel,1,275,6,4,1,1,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,69,Transient,62.8,0,0
12287,City Hotel,1,275,6,4,1,1,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,69,Transient,62.8,0,0
12288,City Hotel,1,275,6,4,1,1,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,69,Transient,62.8,0,0
12290,City Hotel,1,275,6,4,1,1,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,69,Transient,62.8,0,0
12291,City Hotel,1,275,6,4,1,1,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,69,Transient,62.8,0,0
12293,City Hotel,1,275,6,4,1,1,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,69,Transient,62.8,0,0
12294,City Hotel,1,275,6,4,1,1,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,69,Transient,62.8,0,0
12295,City Hotel,1,275,6,4,1,1,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,69,Transient,62.8,0,0
12296,City Hotel,1,275,6,4,1,1,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,69,Transient,62.8,0,0
12297,City Hotel,1,275,6,4,1,1,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,69,Transient,62.8,0,0
12298,City Hotel,1,275,6,4,1,1,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,69,Transient,62.8,0,0
12300,City Hotel,1,275,6,4,1,1,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,69,Transient,62.8,0,0
12301,City Hotel,1,275,6,4,1,1,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,69,Transient,62.8,0,0
12302,City Hotel,1,275,6,4,1,1,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,69,Transient,62.8,0,0
12303,City Hotel,1,275,6,4,1,1,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,69,Transient,62.8,0,0
12304,City Hotel,1,275,6,4,1,1,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,69,Transient,62.8,0,0
12306,City Hotel,1,275,6,4,1,1,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,69,Transient,62.8,0,0
12307,City Hotel,1,275,6,4,1,1,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,69,Transient,62.8,0,0
12308,City Hotel,1,275,6,4,1,1,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,69,Transient,62.8,0,0
12309,City Hotel,1,275,6,4,1,1,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,69,Transient,62.8,0,0
12311,City Hotel,1,275,6,4,1,1,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,69,Transient,62.8,0,0
12312,City Hotel,1,275,6,4,1,1,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,69,Transient,62.8,0,0
12313,City Hotel,1,275,6,4,1,1,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,69,Transient,62.8,0,0
12314,City Hotel,1,275,6,4,1,1,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,69,Transient,62.8,0,0
12315,City Hotel,1,275,6,4,1,1,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,69,Transient,62.8,0,0
12316,City Hotel,1,275,6,4,1,1,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,69,Transient,62.8,0,0
12383,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12384,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12385,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12386,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12387,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12388,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12389,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12390,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12391,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12392,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12393,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12394,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12395,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12396,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12398,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12399,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12400,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12401,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12402,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12403,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12404,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12405,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12406,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12407,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12408,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12409,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12410,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12411,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12412,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12413,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12414,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12415,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12416,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12417,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12418,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12419,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12420,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12421,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12422,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12423,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12424,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12425,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12426,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12427,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12428,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12429,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12430,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12431,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12432,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12433,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12434,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12435,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12436,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12437,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12438,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12439,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12440,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12441,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12442,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12443,City Hotel,1,213,6,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,62,Transient,130.0,0,0
12632,City Hotel,0,282,6,9,0,3,2,1.0,0,BB,FRA,Groups,0,0,0,A,3,No Deposit,48,Transient-Party,73.33,0,1
12633,City Hotel,1,282,6,9,0,3,2,0.0,0,BB,PRT,Groups,0,0,0,A,0,No Deposit,48,Transient-Party,73.33,0,0
12635,City Hotel,0,282,6,9,0,3,2,0.0,0,BB,PRT,Groups,0,0,0,A,0,No Deposit,48,Transient-Party,73.33,0,1
12636,City Hotel,0,282,6,9,0,3,2,0.0,0,BB,FRA,Groups,0,0,0,A,0,No Deposit,48,Transient-Party,73.33,0,1
12638,City Hotel,1,282,6,9,0,3,2,0.0,0,BB,PRT,Groups,0,0,0,A,0,No Deposit,48,Transient-Party,73.33,0,0
12639,City Hotel,0,282,6,9,0,3,2,0.0,0,BB,FRA,Groups,0,0,0,A,0,No Deposit,48,Transient-Party,73.33,0,1
12640,City Hotel,0,282,6,9,0,3,2,0.0,0,BB,FRA,Groups,0,0,0,A,0,No Deposit,48,Transient-Party,73.33,0,1
12642,City Hotel,0,282,6,9,0,3,2,0.0,0,BB,FRA,Groups,0,0,0,A,0,No Deposit,48,Transient-Party,73.33,0,1
12643,City Hotel,1,282,6,9,0,3,2,0.0,0,BB,PRT,Groups,0,0,0,A,0,No Deposit,48,Transient-Party,73.33,0,0
12645,City Hotel,0,282,6,9,0,3,2,0.0,0,BB,FRA,Groups,0,0,0,A,0,No Deposit,48,Transient-Party,73.33,0,1
12650,City Hotel,0,282,6,9,0,3,2,0.0,0,BB,FRA,Groups,0,0,0,A,0,No Deposit,48,Transient-Party,73.33,0,1
12651,City Hotel,0,282,6,9,0,3,2,1.0,0,BB,FRA,Groups,0,0,0,A,1,No Deposit,48,Transient-Party,107.23,0,1
12653,City Hotel,0,282,6,9,0,3,2,0.0,0,BB,FRA,Groups,0,0,0,A,0,No Deposit,48,Transient-Party,73.33,0,1
12654,City Hotel,0,282,6,9,0,3,2,0.0,0,BB,FRA,Groups,0,0,0,A,0,No Deposit,48,Transient-Party,73.33,0,1
12655,City Hotel,0,282,6,9,0,3,2,0.0,0,BB,FRA,Groups,0,0,0,A,0,No Deposit,48,Transient-Party,73.33,0,1
12656,City Hotel,0,282,6,9,0,3,2,0.0,0,BB,FRA,Groups,0,0,0,A,0,No Deposit,48,Transient-Party,73.33,0,1
12658,City Hotel,0,282,6,9,0,3,2,0.0,0,BB,FRA,Groups,0,0,0,A,0,No Deposit,48,Transient-Party,73.33,0,1
12659,City Hotel,0,282,6,9,0,3,2,0.0,0,BB,PRT,Groups,0,0,0,A,0,No Deposit,48,Transient-Party,73.33,0,1
12888,City Hotel,1,95,6,14,0,3,1,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,24,Transient,120.0,0,0
12920,City Hotel,1,188,6,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,39,Transient,130.0,0,0
12921,City Hotel,1,188,6,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,39,Transient,130.0,0,0
12922,City Hotel,1,188,6,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,39,Transient,130.0,0,0
12923,City Hotel,1,188,6,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,39,Transient,130.0,0,0
12924,City Hotel,1,188,6,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,39,Transient,130.0,0,0
12925,City Hotel,1,188,6,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,39,Transient,130.0,0,0
12926,City Hotel,1,188,6,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,39,Transient,130.0,0,0
12927,City Hotel,1,188,6,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,39,Transient,130.0,0,0
12928,City Hotel,1,188,6,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,39,Transient,130.0,0,0
12932,City Hotel,1,239,6,15,0,2,1,0.0,0,HB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,80,Transient,90.6,0,0
12933,City Hotel,1,188,6,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,39,Transient,130.0,0,0
12934,City Hotel,1,188,6,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,39,Transient,130.0,0,0
12935,City Hotel,1,188,6,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,39,Transient,130.0,0,0
12936,City Hotel,1,188,6,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,39,Transient,130.0,0,0
12937,City Hotel,1,188,6,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,39,Transient,130.0,0,0
12938,City Hotel,1,188,6,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,39,Transient,130.0,0,0
12939,City Hotel,1,188,6,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,39,Transient,130.0,0,0
12940,City Hotel,1,188,6,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,39,Transient,130.0,0,0
12942,City Hotel,1,188,6,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,39,Transient,130.0,0,0
12943,City Hotel,1,188,6,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,39,Transient,130.0,0,0
12944,City Hotel,1,188,6,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,39,Transient,130.0,0,0
12945,City Hotel,1,188,6,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,39,Transient,130.0,0,0
12946,City Hotel,1,188,6,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,39,Transient,130.0,0,0
12947,City Hotel,1,188,6,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,39,Transient,130.0,0,0
12948,City Hotel,1,188,6,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,39,Transient,130.0,0,0
12949,City Hotel,1,188,6,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,39,Transient,130.0,0,0
12950,City Hotel,1,188,6,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,39,Transient,130.0,0,0
12951,City Hotel,1,188,6,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,39,Transient,130.0,0,0
12952,City Hotel,1,188,6,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,39,Transient,130.0,0,0
12953,City Hotel,1,188,6,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,39,Transient,130.0,0,0
12954,City Hotel,1,188,6,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,39,Transient,130.0,0,0
12955,City Hotel,1,188,6,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,39,Transient,130.0,0,0
12956,City Hotel,1,188,6,15,0,2,1,0.0,0,BB,CHE,Offline TA/TO,0,0,0,A,0,Non Refund,39,Transient,130.0,0,0
12957,City Hotel,1,188,6,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,39,Transient,130.0,0,0
12958,City Hotel,1,188,6,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,39,Transient,130.0,0,0
12959,City Hotel,1,188,6,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,39,Transient,130.0,0,0
12960,City Hotel,1,239,6,15,0,2,2,0.0,0,HB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,80,Transient,112.2,0,0
12961,City Hotel,1,239,6,15,0,2,2,0.0,0,HB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,80,Transient,112.2,0,0
12962,City Hotel,1,188,6,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,39,Transient,130.0,0,0
12963,City Hotel,1,188,6,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,39,Transient,130.0,0,0
12964,City Hotel,1,188,6,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,39,Transient,130.0,0,0
12965,City Hotel,1,188,6,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,39,Transient,130.0,0,0
12966,City Hotel,1,188,6,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,39,Transient,130.0,0,0
12967,City Hotel,1,188,6,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,39,Transient,130.0,0,0
12968,City Hotel,1,188,6,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,39,Transient,130.0,0,0
12969,City Hotel,1,188,6,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,39,Transient,130.0,0,0
